✅ Mesh passed the basic validity checks.

Warnings:
Vertex 772 has valence 0 < 3.
Vertex 773 has valence 0 < 3.
Vertex 774 has valence 0 < 3.
Vertex 775 has valence 0 < 3.
Vertex 776 has valence 0 < 3.
Vertex 777 has valence 0 < 3.
Vertex 778 has valence 0 < 3.
Vertex 779 has valence 0 < 3.
Vertex 780 has valence 0 < 3.
Vertex 781 has valence 0 < 3.
Vertex 782 has valence 0 < 3.
Vertex 783 has valence 0 < 3.
Vertex 784 has valence 0 < 3.
Vertex 785 has valence 0 < 3.
Vertex 786 has valence 0 < 3.
Vertex 787 has valence 0 < 3.
Vertex 788 has valence 0 < 3.
Vertex 789 has valence 0 < 3.
Vertex 790 has valence 0 < 3.
Vertex 791 has valence 0 < 3.
Vertex 792 has valence 0 < 3.
Vertex 793 has valence 0 < 3.
Vertex 794 has valence 0 < 3.
Vertex 795 has valence 0 < 3.
Vertex 796 has valence 0 < 3.
Vertex 797 has valence 0 < 3.
Vertex 798 has valence 0 < 3.
Vertex 799 has valence 0 < 3.
Vertex 800 has valence 0 < 3.
Vertex 801 has valence 0 < 3.
Vertex 802 has valence 0 < 3.
Vertex 803 has valence 0 < 3.
Vertex 804 has valence 0 < 3.
Vertex 805 has valence 0 < 3.
Vertex 806 has valence 0 < 3.
Vertex 807 has valence 0 < 3.
Vertex 808 has valence 0 < 3.
Vertex 809 has valence 0 < 3.
Vertex 810 has valence 0 < 3.
Vertex 811 has valence 0 < 3.
Vertex 812 has valence 0 < 3.
Vertex 813 has valence 0 < 3.
Vertex 814 has valence 0 < 3.
Vertex 815 has valence 0 < 3.
Vertex 816 has valence 0 < 3.
Vertex 817 has valence 0 < 3.
Vertex 818 has valence 0 < 3.
Vertex 819 has valence 0 < 3.
Vertex 820 has valence 0 < 3.
Vertex 821 has valence 0 < 3.
Vertex 822 has valence 0 < 3.
Vertex 823 has valence 0 < 3.
Vertex 824 has valence 0 < 3.
Vertex 825 has valence 0 < 3.
Vertex 826 has valence 0 < 3.
Vertex 827 has valence 0 < 3.
Vertex 828 has valence 0 < 3.
Vertex 829 has valence 0 < 3.
Vertex 830 has valence 0 < 3.
Vertex 831 has valence 0 < 3.
Vertex 832 has valence 0 < 3.
Vertex 833 has valence 0 < 3.
Vertex 834 has valence 0 < 3.
Vertex 835 has valence 0 < 3.
Vertex 836 has valence 0 < 3.
Vertex 837 has valence 0 < 3.
Vertex 838 has valence 0 < 3.
Vertex 839 has valence 0 < 3.
Vertex 840 has valence 0 < 3.
Vertex 841 has valence 0 < 3.
Vertex 842 has valence 0 < 3.
Vertex 843 has valence 0 < 3.
Vertex 844 has valence 0 < 3.
Vertex 845 has valence 0 < 3.
Vertex 846 has valence 0 < 3.
Vertex 847 has valence 0 < 3.
Vertex 848 has valence 0 < 3.
Vertex 849 has valence 0 < 3.
Vertex 850 has valence 0 < 3.
Vertex 851 has valence 0 < 3.
Vertex 852 has valence 0 < 3.
Vertex 853 has valence 0 < 3.
Vertex 854 has valence 0 < 3.
Vertex 855 has valence 0 < 3.
Vertex 856 has valence 0 < 3.
Vertex 857 has valence 0 < 3.
Vertex 858 has valence 0 < 3.
Vertex 859 has valence 0 < 3.
Vertex 860 has valence 0 < 3.
Vertex 861 has valence 0 < 3.
Vertex 862 has valence 0 < 3.
Vertex 863 has valence 0 < 3.
Vertex 864 has valence 0 < 3.
Vertex 865 has valence 0 < 3.
Vertex 866 has valence 0 < 3.
Vertex 867 has valence 0 < 3.
Vertex 868 has valence 0 < 3.
Vertex 869 has valence 0 < 3.
Vertex 870 has valence 0 < 3.
Vertex 871 has valence 0 < 3.
Vertex 872 has valence 0 < 3.
Vertex 873 has valence 0 < 3.
Vertex 874 has valence 0 < 3.
Vertex 875 has valence 0 < 3.
Vertex 876 has valence 0 < 3.
Vertex 877 has valence 0 < 3.
Vertex 878 has valence 0 < 3.
Vertex 879 has valence 0 < 3.
Vertex 880 has valence 0 < 3.
Vertex 881 has valence 0 < 3.
Vertex 882 has valence 0 < 3.
Vertex 883 has valence 0 < 3.
Vertex 884 has valence 0 < 3.
Vertex 885 has valence 0 < 3.
Vertex 886 has valence 0 < 3.
Vertex 887 has valence 0 < 3.
Vertex 888 has valence 0 < 3.
Vertex 889 has valence 0 < 3.
Vertex 890 has valence 0 < 3.
Vertex 891 has valence 0 < 3.
Vertex 892 has valence 0 < 3.
Vertex 893 has valence 0 < 3.
Vertex 894 has valence 0 < 3.
Vertex 895 has valence 0 < 3.
Vertex 896 has valence 0 < 3.
Vertex 897 has valence 0 < 3.
Vertex 898 has valence 0 < 3.
Vertex 899 has valence 0 < 3.
Vertex 900 has valence 0 < 3.
Vertex 901 has valence 0 < 3.
Vertex 902 has valence 0 < 3.
Vertex 903 has valence 0 < 3.
Vertex 904 has valence 0 < 3.
Vertex 905 has valence 0 < 3.
Vertex 906 has valence 0 < 3.
Vertex 907 has valence 0 < 3.
Vertex 908 has valence 0 < 3.
Vertex 909 has valence 0 < 3.
Vertex 910 has valence 0 < 3.
Vertex 911 has valence 0 < 3.
Vertex 912 has valence 0 < 3.
Vertex 913 has valence 0 < 3.
Vertex 914 has valence 0 < 3.
Vertex 915 has valence 0 < 3.
Vertex 916 has valence 0 < 3.
Vertex 917 has valence 0 < 3.
Vertex 918 has valence 0 < 3.
Vertex 919 has valence 0 < 3.
Vertex 920 has valence 0 < 3.
Vertex 921 has valence 0 < 3.
Vertex 922 has valence 0 < 3.
Vertex 923 has valence 0 < 3.
Vertex 924 has valence 0 < 3.
Vertex 925 has valence 0 < 3.
Vertex 926 has valence 0 < 3.
Vertex 927 has valence 0 < 3.
Vertex 928 has valence 0 < 3.
Vertex 929 has valence 0 < 3.
Vertex 930 has valence 0 < 3.
Vertex 931 has valence 0 < 3.
Vertex 932 has valence 0 < 3.
Vertex 933 has valence 0 < 3.
Vertex 934 has valence 0 < 3.
Vertex 935 has valence 0 < 3.
Vertex 936 has valence 0 < 3.
Vertex 937 has valence 0 < 3.
Vertex 938 has valence 0 < 3.
Vertex 939 has valence 0 < 3.
Vertex 940 has valence 0 < 3.
Vertex 941 has valence 0 < 3.
Vertex 942 has valence 0 < 3.
Vertex 943 has valence 0 < 3.
Vertex 944 has valence 0 < 3.
Vertex 945 has valence 0 < 3.
Vertex 946 has valence 0 < 3.
Vertex 947 has valence 0 < 3.
Vertex 948 has valence 0 < 3.
Vertex 949 has valence 0 < 3.
Vertex 950 has valence 0 < 3.
Vertex 951 has valence 0 < 3.
Vertex 952 has valence 0 < 3.
Vertex 953 has valence 0 < 3.
Vertex 954 has valence 0 < 3.
Vertex 955 has valence 0 < 3.
Vertex 956 has valence 0 < 3.
Vertex 957 has valence 0 < 3.
Vertex 958 has valence 0 < 3.
Vertex 959 has valence 0 < 3.
Vertex 960 has valence 0 < 3.
Vertex 961 has valence 0 < 3.
Vertex 962 has valence 0 < 3.
Vertex 963 has valence 0 < 3.
Vertex 964 has valence 0 < 3.
Vertex 965 has valence 0 < 3.
Vertex 966 has valence 0 < 3.
Vertex 967 has valence 0 < 3.
Vertex 968 has valence 0 < 3.
Vertex 969 has valence 0 < 3.
Vertex 970 has valence 0 < 3.
Vertex 971 has valence 0 < 3.
Vertex 972 has valence 0 < 3.
Vertex 973 has valence 0 < 3.
Vertex 974 has valence 0 < 3.
Vertex 975 has valence 0 < 3.
Vertex 976 has valence 0 < 3.
Vertex 977 has valence 0 < 3.
Vertex 978 has valence 0 < 3.
Vertex 979 has valence 0 < 3.
Vertex 980 has valence 0 < 3.
Vertex 981 has valence 0 < 3.
Vertex 982 has valence 0 < 3.
Vertex 983 has valence 0 < 3.
Vertex 984 has valence 0 < 3.
Vertex 985 has valence 0 < 3.
Vertex 986 has valence 0 < 3.
Vertex 987 has valence 0 < 3.
Vertex 988 has valence 0 < 3.
Vertex 989 has valence 0 < 3.
Vertex 990 has valence 0 < 3.
Vertex 991 has valence 0 < 3.
Vertex 992 has valence 0 < 3.
Vertex 993 has valence 0 < 3.
Vertex 994 has valence 0 < 3.
Vertex 995 has valence 0 < 3.
Vertex 996 has valence 0 < 3.
Vertex 997 has valence 0 < 3.
Vertex 998 has valence 0 < 3.
Vertex 999 has valence 0 < 3.
Vertex 1000 has valence 0 < 3.
Vertex 1001 has valence 0 < 3.
Euler characteristic V - E + F = -2998 → genus = 1500 (expected χ=2, g=0 for closed sphere-like manifold).

Sanity check runtime: 0.005154 seconds
